name,static_instructions_case_int-bounds_O0,dynamic_instructions_case_int-bounds_O0
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_14nm_PHY_LN_TIMING_CTRL_10_TA_GET.c,9,9
extr_linuxdriversdmaste_dma40_ll.c_d40_width_to_bits.c,12,12
extr_linuxdriversnetwirelessathath10kusb.c_ath10k_usb_hif_send_complete_check.c,7,7
extr_linuxdriversstaginggreybusoperation.c_gb_operation_get_payload_size_max.c,11,11
extr_linuxdriversnetwirelessathath9kar9003_mci.h_ar9003_mci_2g5g_switch.c,6,6
extr_mpvvideooutvo_null.c_preinit.c,6,6
extr_reactoswin32ssgdigdi32winemfdrvdc.c_MFDRV_FlattenPath.c,6,6
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_ctd_get_line_count.c,8,8
extr_linuxdriversmediapcisaa7146hexium_orion.c_std_callback.c,7,7
extr_darwin-xnubsdvfskpi_vfs.c_vnode_isdyldsharedcache.c,12,12
extr_kphp-kdbmutual-friendsmaccub.c_bcode_max_size.c,8,8
extr_radare2librasmarcharmwinedbgbe_arm.c_arm_set_thumb.c,9,9
extr_linuxfsnfsdnfs4state.c_nfsd4_map_bcts_dir.c,15,15
extr_reactosdlldirectxwined3dxofparsing.c_rewind_bytes.c,16,16
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_ALPHA_CONTROL_ALPHA_TEST_FUNC.c,9,9
extr_linuxdriversextconextcon-usbc-cros-ec.c_cros_ec_usb_role_string.c,16,16
extr_ijkplayerijkmediaijksdldummyijksdl_vout_dummy.c_func_display_overlay_l.c,7,7
extr_obs-studiotesttest-inputsync-pair-vid.c_sync_pair_vid_size.c,6,6
extr_linuxdriversgpudrmnouveaunouveau_hwmon.c_nouveau_hwmon_fini.c,5,5
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_get_rx_ld_status.c,7,7
extr_linuxdriversvideofbdevomap2omapfbdsssdi.c_sdi_set_datapairs.c,8,8
extr_linuxdriversgpudrmmsmdispmdp5mdp5_encoder.c_bs_init.c,5,5
extr_linuxdriversmtdnandrawfsl_elbc_nand.c_fsl_elbc_select_chip.c,6,6
extr_linuxdriversnetethernetmellanoxmlx4main.c_int_to_ibta_mtu.c,28,28
extr_linuxdriversacpithermal.c_thermal_get_mode.c,22,22
extr_zstdcontriblinux-kernellibzstddecompress.c_ZSTD_resetDStream.c,21,21
extr_linuxdriversmediausbau0828au0828-core.c_au0828_media_device_register.c,7,7
extr_linuxdriversgpiogpio-tpic2810.c_tpic2810_direction_input.c,8,8
extr_linuxdriversnetethernetfreescalefs_enetmac-scc.c_cleanup_data.c,5,5
extr_linuxtoolsperfutilintel-pt-decoder..machine.h_machine__kernel_maps.c,6,6
extr_linuxdriversgpudrmradeonmkregtable.c_INIT_LIST_HEAD.c,11,11
extr_linuxsoundsoccodecswm8580.c_wm8580_volatile.c,11,11
extr_linuxdriversnetwirelessinteliwlwifidvmlib.c_iwlagn_bt_traffic_is_sco.c,10,10
extr_linuxdriversextconextcon-usbc-cros-ec.c_cros_ec_usb_power_type_string.c,14,14
extr_linuxfsinode.c_generic_delete_inode.c,6,6
extr_linuxdriverscryptoccreecc_driver.h_cc_gfp_flags.c,13,13
extr_reactosdllwin32inetcommmimeole.c_MimeAllocator_create.c,12,12
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_main.c_bnx2x_dmae_opcode_add_comp.c,13,13
extr_linuxdriversusbmiscusblcd.c_lcd_resume.c,6,6
extr_goaccesssrcwebsocket.c_ws_set_status.c,11,11
extr_radare2librlangplib.c_lang_lib_init.c,6,6
extr_linuxdriversthermaltegrasoctherm.c_throt_set_cdev_state.c,7,7
extr_linuxdriversinputkeyboardlkkbd.c_volume_to_hw.c,38,38
extr_kphp-kdbcopyexeccopyexec-data.c_tlist_clear.c,10,10
extr_Craftdepsglfwsrcmir_monitor.c_FillInRGBBitsFromPixelFormat.c,18,18
extr_reactosdllwin32mmdrvwave.c_GetWaveFormatExSize.c,14,14
extr_linuxdriversnetethernetibmemaccore.c_emac_ethtool_get_sset_count.c,13,13
extr_linuxkernelworkqueue.c_work_color_to_flags.c,8,8
extr_linuxdriversxen..pcipci.h_pci_aer_clear_device_status.c,5,5
extr_linuxmmmprotect.c_prot_none_test.c,8,8
extr_linuxarcharmnwfpesingle_cpdo.c_float32_abs.c,8,8
extr_linuxdriversgpudrmamdamdgpusi_dpm.c_r600_is_uvd_state.c,28,28
extr_micropythonportsteensyteensy_hal.c_mp_hal_gpio_clock_enable.c,5,5
extr_darwin-xnubsdnetinet6ah_core.c_ah_sumsiz_1216.c,14,14
extr_linuxdriversusbgadgetudcdummy_hcd.c_dummy_udc_update_ep0.c,12,12
extr_radare2librasmpasm_hppa_gnu.c_memory_error_func.c,7,7
extr_libuitestpage7a.c_handlerMouseEvent.c,7,7
extr_linuxfsaffsnamei.c_affs_toupper.c,15,15
extr_linuxdriversmediadvb-frontendsdib8000.c_dib8096p_i2c_func.c,6,6
extr_linuxdriversnetethernetchelsiocxgb4cxgb4_ethtool.c_cc_to_eth_fec.c,23,23
extr_linuxdriversinfinibandswrxerxe_queue.h_producer_index.c,8,8
extr_emscriptentestsnbody-javajava_util_Hashtable_1.c___DELETE_java_util_Hashtable_1.c,6,6
extr_linuxdriverscryptostm32stm32-cryp.c_is_ccm.c,8,8
extr_linuxdriversnetethernetrenesassh_eth.c_sh_eth_soft_swap.c,6,6
extr_reactosdlldirectxwined3dxofparsing.c_is_primitive_type.c,12,12
extr_linuxdriversusbcorehub.c_usb_set_lpm_pel.c,27,27
extr_linuxarchmipspcifixup-mpc30x.c_pcibios_plat_dev_init.c,6,6
extr_linuxdriversvideofbdevatyatyfb_base.c_atyfb_get_pixclock.c,10,10
extr_kphp-kdbnetnet-mysql-server.c_sqls_start_crypto.c,8,8
extr_linuxarchshkernelprocess_64.c_dump_fpu.c,7,7
extr_linuxdriversnetethernetnetronomenfpbpf..nfpcorenfp_cpp.h_NFP_CPP_ID_TOKEN_of.c,8,8
extr_linuxarchpowerpcplatformscellspufsbacking_ops.c_spu_backing_signal1_type_get.c,12,12
extr_linuxdriversmmccorecore.c_mmc_sd_erase_timeout.c,20,20
extr_linuxnetsunrpcsvc.c_choose_pool.c,13,13
extr_linuxdriversusbhostdwc_otgdwc_otg_hcd.c_dwc_otg_hcd_set_priv_data.c,9,9
extr_darwin-xnuosfmkkernthread_policy.c_thread_user_promotion_qos_for_pri.c,13,13
extr_labq3map2libspicomodelpicomodel.c_PicoGetShaderSpecularColor.c,11,11
extr_linuxdriversnetethernetmellanoxmlx5corewq.h_mlx5_wq_ll_is_empty.c,11,11
extr_linuxdriversvisorbusvisorchannel.c_visorchannel_get_clientpartition.c,7,7
extr_linuxdriversstagingrtlwifiphydmphydm_rainfo.c_phydm_ra_dynamic_retry_limit.c,5,5
extr_darwin-xnuosfmkkerntimer.c_timer_start.c,9,9
extr_linuxsoundpciice1712ice1724.c_snd_vt1724_pro_peak_info.c,16,16
extr_darwin-xnuosfmkarm64sleh.c_is_alignment_fault.c,10,10
extr_linuxdriversstagingcomedidriversusbduxsigma.c_usbduxsigma_pwm_period.c,30,30
extr_linuxarchia64kernelptrace.c_in_syscall.c,10,10
extr_linuxdriverswatchdogtwl4030_wdt.c_twl4030_wdt_set_timeout.c,10,10
extr_obs-studiopluginsobs-ffmpegobs-ffmpeg-output.c_get_audio_mix_count.c,11,11
extr_linuxdriversinfinibandhwhfi1fault.h_hfi1_fault_exit_debugfs.c,5,5
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_13.c,12,12
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_OUT_XY_Y.c,9,9
extr_linuxfsnfsflexfilelayout..pnfs.h_pnfs_clear_request_commit.c,7,7
extr_linuxdriversmediapciivtvivtv-queue.h_ivtv_might_use_pio.c,20,20
extr_reactosdriversfilesystemsext2srcmemory.c_Ext2IsNullUuid.c,17,17
extr_linuxdriverspinctrlzte..pinmux.h_pinmux_free_gpio.c,7,7
extr_linuxblockgenhd.c_set_device_ro.c,10,10
extr_linuxdriversclksunxi-ngccu_gate.c_ccu_gate_set_rate.c,8,8
extr_linuxdriversnetethernetmarvellmv643xx_eth.c_mv643xx_eth_shared_of_probe.c,6,6
extr_linuxkerneltracering_buffer.c_rb_list_head.c,11,11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_windowstart_Slot_inst_encode.c,7,7
extr_linuxdriversnetethernetmellanoxmlx5coreen_stats.c_mlx5e_grp_2819_get_num_stats.c,6,6
extr_linuxdriversgpudrmamdamdgpusi_ih.c_si_ih_set_clockgating_state.c,7,7
extr_linuxdriversgpudrmomapdrmomap_gem.c_omap_gem_is_contiguous.c,17,17
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_SP_GS_VPC_DST_REG.c,8,8
extr_kphp-kdbmc-proxymc-proxy-merge-extension.c_default_load_saved_data.c,5,5
extr_linuxdriversnetwirelessrealtekrtlwifiwifi.h_set_hal_start.c,8,8
extr_linuxdriversmdpersistent-datadm-space-map-metadata.c_set_threshold.c,19,19
extr_linuxdriverspinctrlpinconf.h_pinconf_generic_dump_config.c,7,7
extr_linuxdriversplatformx86acerhdf.c_acerhdf_remove.c,6,6
extr_linuxdriversnetethernetauroranb8800.c_nb8800_tx_error.c,22,22
extr_linuxdriversgpudrmastast_mode.c_ast_encoder_dpms.c,6,6
extr_labenginecodegameai_dmq3.c_EntityHasQuad.c,18,18
extr_linuxdriversspispi-pic32-sqi.c_pic32_sqi_can_dma.c,8,8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_lbeg_Slot_inst_encode.c,7,7
extr_emscriptentestsnbody-javajava_lang_NullPointerException.c___DELETE_java_lang_NullPointerException.c,6,6
extr_linuxarchpowerpcplatformscellcbe_thermal.c_temp_to_reg.c,9,9
extr_linuxdriversmediai2cml86v7667.c_ml86v7667_g_mbus_config.c,15,15
extr_micropythonportsteensyservo.c_servo_obj_detach.c,6,6
extr_linuxdriversgpudrmamdamdgpuamdgpu_acp.c_acp_suspend.c,6,6
extr_FFmpeglibavcodecexr.c_exr_halflt2uint.c,20,20
extr_linuxdriversnetethernetsunniu.c_tcam_get_valid_entry_cnt.c,8,8
extr_linuxdriversscsiqla2xxxqla_init.c_qla83xx_dev_state_to_string.c,14,14
extr_ccvlib3rdpartysqlite3sqlite3.c_clearYMD_HMS_TZ.c,11,11
extr_linuxdriversmtdubiwl.h_ubi_fastmap_init.c,6,6
extr_linuxdriversgpudrmamdamdgpudce_v10_0.c_dce_v10_0_set_powergating_state.c,7,7
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_VS_CONFIG_NSAMP.c,9,9
extr_linuxdriversinfinibandhwqibqib_iba7220.c_qib_7220_eeprom_wen.c,7,7
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libviscii.h_viscii_wctomb.c,20,20
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_VARYING_PS_REPL_MODE_CE.c,9,9
extr_h2odepspicotlst..libpicotls.c_ptls_get_context.c,7,7
extr_linuxdriversdmappc4xxadma.c_ppc440spe_desc_set_xor_src_cnt.c,18,18
extr_linuxdriversgpudrmamdpowerplayamd_powerplay.c_pp_dpm_load_fw.c,6,6
extr_php-srcextsplspl_heap.c_spl_heap_it_rewind.c,5,5
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp1129.h_cp1129_wctomb.c,18,18
extr_linuxdriversttycyclades.c_cyy_baud_calc.c,51,51
extr_linuxnetnetfilternf_conntrack_expect.c_exp_proc_remove.c,5,5
extr_php-srcextxmlrpclibxmlrpcxmlrpc.c_XMLRPC_RequestSetRequestType.c,16,16
extr_linuxdriversnetwirelessbroadcomb43xmit.c_b43_plcp_get_bitrate_idx_cck.c,26,26
extr_linuxdriversstagingmediaomap4ississ_video.h_iss_pipeline_ready.c,17,17
extr_darknetsrcstb_image.h_stbi__compute_y_16.c,13,13
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deplinuxusb_intf.c_rtw_deinit_intf_priv.c,8,8
extr_darwin-xnuosfmkkerntask_policy.c_task_mark_has_been_notified.c,15,15
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_SET_RENDER_MODE_1_ADDR_0_LO.c,9,9
extr_linuxdriversmfdda9055-core.c_da9055_register_readable.c,12,12
extr_linuxsoundcorecompress_offload.c_snd_compr_get_poll.c,13,13
extr_obs-studiolibobsmedia-iovideo-scaler-ffmpeg.c_get_ffmpeg_scale_type.c,14,14
extr_linuxdriversdmaat_hdmac_regs.h_convert_buswidth.c,15,15
extr_darwin-xnubsdnetnecp.c_noop_kqfilter.c,9,9
extr_linuxsounddriversmts64.c_snd_mts64_ctl_smpte_time_info.c,16,16
extr_linuxdriversnetwirelessathath6kltestmode.h_ath6kl_tm_cmd.c,9,9
extr_linuxdriversmediausbpvrusb2pvrusb2-hdw.c_pvr2_hdw_get_state.c,7,7
extr_mpvvideocsputils.h_mp_xy_X.c,7,7
extr_linuxdriversscsiipr.c_ipr_copy_sata_tf.c,58,58
extr_linuxdrivershwmonlm92.c_TEMP_FROM_REG.c,13,13
extr_linuxdriversgpudrmi915intel_guc_ct.c_guc_ct_buffer_type_to_str.c,17,17
extr_FFmpeglibavfiltervf_scale_vaapi.c_scale_vaapi_mode_name.c,14,14
extr_linuxdriversnetwirelessmarvelllibertascfg.c_lbs_auth_to_authtype.c,24,24
extr_linuxdriversnfcnfcmrvluart.c_nfcmrvl_uart_nci_open.c,6,6
extr_linuxdriversstagingmediaomap4ississ_ipipeif.c_ipipeif_link_validate.c,25,25
extr_linuxdriversiommuintel-iommu.c_context_set_copied.c,9,9
extr_linuxdriversmediaplatformvividvivid-core.c_vivid_pdev_release.c,5,5
extr_linuxdriversbasenode.c_init_node_hugetlb_work.c,5,5
extr_linuxarchmipspcifixup-tb0219.c_pcibios_plat_dev_init.c,6,6
extr_linuxdriversmmchostcqhci.c_cqhci_error_from_flags.c,21,21
extr_linuxdriversiiodacad5791.c_ad5780_get_lin_comp.c,11,11
extr_linuxarchx86kernelapicapic_flat_64.c_flat_get_apic_id.c,8,8
extr_mpvstreamtvi_dummy.c_start.c,6,6
extr_linuxdriversstagingcomedidrivers..comedidev.h_comedi_check_trigger_src.c,22,22
extr_linuxnetvmw_vsockvmci_transport_notify.c_vmci_transport_notify_pkt_send_init.c,7,7
extr_linuxdriversmiscgenwqecard_ddcb.c_queue_empty.c,12,12
extr_reactosdriversbusacpiacpicautilitiesutosi.c_AcpiUtUpdateInterfaces.c,10,10
extr_linuxdriversinfinibandswrxerxe_verbs.h_rxe_counter_inc.c,12,12
extr_hashcatsrcshared.c_round_up_multiple_64.c,18,18
extr_linuxdriversgpudrmi915gvtgtt.c_gen8_gtt_test_present.c,18,18
extr_linuxsoundsocfslfsl_asrc.c_fsl_asrc_volatile_reg.c,12,12
extr_linuxdriversgpudrmnouveaunvkmenginegrgf100.c_gf100_gr_oneinit_sm_id.c,10,10
extr_linuxdriversnetwirelessmediatekmt76mt76x0eeprom.h_int_to_s6.c,12,12
extr_linuxdriversmediapcicobaltcobalt-omnitek.c_descriptor_list_interrupt_disable.c,13,13
extr_ccvlibcuda..ccv.h_ccv_decimal_pose.c,26,26
extr_linuxdriversgpudrmmsmadrenoadreno_common.xml.h_AXXX_CP_MEQ_THRESHOLDS_MEQ_END.c,9,9
extr_linuxdriversnetdsab53b53_priv.h_is5301x.c,37,37
extr_jqsrclexer.c_jq_yyset_lloc.c,10,10
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_PC_VSTREAM_CONTROL_SIZE.c,9,9
extr_linuxdriversstaginggreybusaudio_topology.c_gbcodec_event_spk.c,8,8
extr_linuxkernelfork.c_posix_cpu_timers_init_group.c,5,5
extr_darwin-xnubsdkernkern_proc.c_proc_pgrpid.c,7,7
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_CONTROL_2_REG_FACEREGID.c,9,9
extr_linuxdrivershwmondme1737.c_FAN_FROM_REG.c,13,13
extr_linuxdriversmdraid5-cache.c_r5l_ring_add.c,19,19
extr_hashcatsrcext_OpenCL.c_val2cstr_cl.c,11,11
extr_linuxdriversgpudrmamdamdgpudce_v10_0.c_dce_v10_0_ext_prepare.c,5,5
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleserial.c_ReadPacket.c,6,6
extr_linuxdriversusbhostdwc_otgdwc_otg_cil.c_dwc_otg_get_param_speed.c,8,8
extr_linuxsoundpcitridenttrident_main.c_snd_trident_spurious_threshold.c,19,19
extr_linuxsoundcoreosspcm_oss.c_snd_pcm_oss_format_from.c,14,14
extr_linuxdriversmediadvb-frontendsbcm3510.c_bcm3510_get_tune_settings.c,13,13
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_VS_PARAM_REG_PSIZEREGID.c,9,9
extr_zstdliblegacyzstd_v03.c_ZSTD_nextSrcSizeToDecompress.c,7,7
extr_obs-studiolibobsaudio-monitoringosx....graphicsvec4.h_vec4_from_rgba.c,47,47
extr_linuxdriversgpudrmamdamdgpuamdgpu_gem.c_amdgpu_debugfs_gem_init.c,6,6
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_FS_CONTROL_REG_CONSTOBJECTOFFSET.c,9,9
extr_linuxdriversnetethernetqlogicqedqed_debug.c_qed_dbg_mcp_trace_set_meta_data.c,10,10
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_ctd_get_fid2_ctl.c,10,10
extr_linuxdriversscsifnicvnic_rq.h_fnic_rq_return_descs.c,10,10
extr_linuxdriversgpiogpio-pci-idio-16.c_idio_16_gpio_get_direction.c,11,11
extr_linuxdriversusbgadgetudcrenesas_usb3.c_usb3_pipe0_set_sel_completion.c,6,6
extr_opensslcryptobiobio_lib.c_BIO_set_callback.c,9,9
extr_curllibcurl_sasl.c_Curl_sasl_cleanup.c,6,6
extr_linuxdriversinfinibandhwhfi1qp.c_qp_idle.c,35,35
extr_FFmpeglibavfiltercolorspace.c_ff_get_luma_coefficients.c,11,11
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_MRT_CONTROL_COMPONENT_ENABLE.c,9,9
extr_emscriptensystemliblibcmuslsrcctypeisgraph.c_isgraph.c,11,11
extr_reactosbaseapplicationsdxdiagd3dtest9.c_D3D9Test.c,6,6
extr_linuxarchmipsmmc-r3k.c_r3k_flush_data_cache_page.c,5,5
extr_rufussrcext2fsfileio.c_ext2fs_file_get_fs.c,12,12
extr_linuxdriversperfarm_pmu.c_event_requires_mode_exclusion.c,13,13
extr_linuxdriversgpudrmi915intel_gvt.h_intel_gvt_cleanup.c,5,5
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_2D_SRC_INFO_COLOR_SWAP.c,9,9
extr_linuxfsnfscallback.c_nfs_callback_bc_serv.c,7,7
extr_linuxdriversinfinibandhwnesnes_cm.c_mini_cm_get.c,7,7
extr_linuxsoundsoccodecscs4270.c_cs4270_reg_is_volatile.c,15,15
extr_linuxarchpowerpcplatformspseriesvio.c_vio_cmo_entitlement_update.c,6,6
extr_linuxdriversnvmehostnvme.h_nvme_should_fail.c,5,5
extr_linuxarchm68kamigacia.c_cia_able_irq.c,44,44
extr_linuxdriversgpudrmamddisplaydcdmldml1_display_rq_dlg_calc.c_get_bytes_per_element.c,14,14
extr_curllibcurl_gethostname.c_Curl_gethostname.c,7,7
extr_linuxfsext4xattr.c_ext4_xattr_inode_set_hash.c,9,9
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_TEX_CONST_0_SWIZ_Z.c,9,9
extr_linuxmminternal.h_flush_tlb_batched_pending.c,5,5
extr_linuxarchpowerpckernelvecemu.c_rfin.c,21,21
extr_linuxdriversclkingenicjz4780-cgu.c_jz4780_otg_phy_get_parent.c,6,6
extr_h2odepsmrubymrbgemsmruby-bin-mrbctoolsmrbcmrbc.c_mrb_init_mrblib.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_lsx_Slot_inst_encode.c,7,7
extr_linuxdriversscsiaacraidaacraid.h_aac_is_src.c,20,20
extr_linuxdrivershwmontmp421.c_temp_from_s16.c,13,13
extr_linuxdriversmediaplatformam437xam437x-vpfe.c_print_fourcc.c,22,22
extr_linuxsoundi2cotherak4113.c_snd_ak4113_spdif_pinfo.c,16,16
extr_linuxfsnfsdnfs4proc.c_nfsd4_copy_rsize.c,16,16
extr_darwin-xnuosfmkarm64kpc.c_kpc_get_fixed_counters.c,6,6
extr_obs-studiolibobsobs-audio-controls.c_iec_db_to_def.c,34,34
extr_linuxdriversmediaplatformexynos4-isfimc-capture.c_enclosed_rectangle.c,38,38
extr_linuxdriversgpudrmamdamdgpugmc_v7_0.c_gmc_v7_0_get_vm_pte_flags.c,20,20
extr_linuxdriverssbuscharenvctrl.c_envctrl_init_fanstat.c,14,14
extr_linuxdriversgpudrmi915i915_gpu_error.c_compress_fini.c,6,6
extr_reactosdll3rdpartylibtifftif_warning.c_TIFFSetWarningHandler.c,10,10
extr_linuxsecuritysmacksmack.h_smk_ad_setfield_u_fs_path.c,6,6
extr_linuxdriversbasepowerruntime.c_dev_memalloc_noio.c,8,8
extr_linuxdriversvideofbdevcorefbmem.c_fb_show_logo.c,7,7
extr_opensslcryptothreads_none.c_CRYPTO_THREAD_get_local.c,12,12
extr_FFmpeglibavutildes.c_key_shift_left.c,19,19
extr_linuxdriversnvmehostcore.c_nvme_init_integrity.c,7,7
extr_redisdepsluasrcfpconv.c_valid_number_character.c,35,35
extr_linuxfshpfsdnode.c_hpfs_pos_subst.c,11,11
extr_linuxdriversnetwirelessbroadcomb43dma.c_should_inject_overflow.c,6,6
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_32.c,15,15
extr_linuxdriversnetethernetchelsiocxgb3cxgb3_main.c_t3rev2char.c,17,17
extr_linuxdriversusbchipideahost.h_ci_hdrc_host_init.c,7,7
extr_FFmpeglibavdevicedshow.c_waveform_codec_id.c,21,21
extr_linuxdriversmediadvb-frontendsmb86a16.c_swp_info_get2.c,50,50
extr_linuxdriversblockparidepcd.c_pcd_check_events.c,23,23
extr_linuxdriversnetethernetmarvellmvpp2mvpp2_main.c_mvpp2_txq_desc_put.c,12,12
extr_linuxdriversttyserialaltera_uart.c_altera_uart_release_port.c,5,5
extr_linuxdriversusbwusbcorewusbhc.h_wusb_port_no_to_idx.c,7,7
extr_linuxdriverspcipcie..pci.h_pcie_aspm_exit_link_state.c,5,5
extr_linuxarchpowerpckernelcacheinfo.c_link_cache_lists.c,12,12
extr_linuxdriverscryptoccpccp-debugfs.c_ccp5_debugfs_reset_queue_stats.c,21,21
extr_linuxdriversidesiimage.c_pdev_is_sata.c,6,6
extr_linuxdriversmemstickhostrtsx_usb_ms.c_ms_dev.c,7,7
extr_linuxdriversttyserialsunhv.c_sunhv_startup.c,6,6
extr_linuxkernelirqsettings.h_irq_settings_clr_norequest.c,10,10
extr_linuxdriversiiomagnetometermmc35240.c_mmc35240_is_readable_reg.c,12,12
extr_linuxdriversgpudrmtegrasor.c_tegra_sor_hdmi_find_settings.c,25,25
extr_masscansrclogger.c_LOG_add_level.c,8,8
extr_linuxdriversnetwirelessinteliwlwifidvmlib.c_is_single_rx_stream.c,18,18
extr_darwin-xnubsdvfsvfs_bio.c_bufattr_meta.c,12,12
extr_linuxdriversgpuhost1xhwhw_host1x05_uclass.h_host1x_uclass_incr_syncpt_base_offset_f.c,8,8
extr_linuxarchpowerpckerneltraps.c_signame.c,14,14
extr_linuxdriverspinctrlsamsungpinctrl-s3c64xx.c_s3c64xx_irq_get_trigger.c,16,16
extr_linuxcryptogcm.c_crypto_gcm_setauthsize.c,24,24
extr_linuxnetvmw_vsockvmci_transport_notify.c_send_waiting_read.c,7,7
extr_linuxdriversnetfjesfjes_ethtool.c_fjes_get_sset_count.c,13,13
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SP_DS_CTRL_REG0_FULLREGFOOTPRINT.c,9,9
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_xfer_length_height.c,10,10
extr_linuxdriversnetwirelessinteliwlwifimvmrs.c_rs_get_adjacent_txp.c,26,26
extr_linuxdrivershwmontmp103.c_tmp103_reg_to_mc.c,6,6
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_FS_OUTPUT_CNTL0_DEPTH_REGID.c,9,9
extr_linuxdriversnetwirelessinteliwlwifidvmlib.c_iwlagn_hwrate_to_mac80211_idx.c,25,25
extr_linuxnetdsadsa2.c_dsa_port_is_cpu.c,11,11
extr_mongooseexamplesnRF51httprttSyscallsRTT_Syscalls_KEIL.c__sys_flen.c,6,6
extr_linuxsoundsoccodecsssm2602.c_ssm2602_register_volatile.c,11,11
extr_darwin-xnubsddevdtracedtrace.c_dtrace_aggregate_min.c,11,11
extr_darwin-xnuosfmki386cpu_threads.c_x86_cache_free.c,16,16
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_DST_YSTRIDE0_DST0_YSTRIDE.c,9,9
extr_linuxdriversnetnlmon.c_always_on.c,6,6
extr_linuxdriversmediadvb-frontendss5h1409.c_s5h1409_get_tune_settings.c,9,9
extr_nginx-rtmp-modulengx_rtmp_access_module.c_ngx_rtmp_access_postconfiguration.c,14,14
extr_darwin-xnubsdvfsvfs_bio.c_buf_valid.c,14,14
extr_linuxfsnfsdnfs4acl.c_deny_mask_from_posix.c,29,29
extr_radare2librdebugpdebug_bochs.c_r_debug_bochs_stop.c,6,6
extr_darwin-xnubsdnetdlil.c_if_purgeaddrs.c,5,5
extr_linuxarchunicore32mmfault.c_access_error.c,25,25
extr_linuxdriversnetwirelessrealtekrtlwifirtl8723ae..wifi.h_set_hal_start.c,8,8
extr_linuxdriversmtdnandrawmxc_nand.c_is_imx53_nfc.c,11,11
extr_linuxsoundsocuniphieraio-core.c_rb_cnt.c,15,15
extr_stbtoolsunicode.c_get_data.c,16,16
extr_linuxdriversfsifsi-master-ast-cf.c_last_address_update.c,18,18
extr_linuxdriversnetwirelessinteliwlwifimvmrs.c_rs_rate_init_ops.c,9,9
extr_hashcatsrcmodulesmodule_06600.c_module_init.c,203,203
extr_gitcompatwin32....cache.h_create_ce_flags.c,8,8
extr_reactosdllwin32jscriptdate.c_make_date.c,9,9
extr_linuxtoolsperfuibrowsershists.c_callchain_list__toggle_fold.c,20,20
extr_linuxdriversnetethernetintelixgbevfvf.c_ixgbevf_hv_negotiate_api_version_vf.c,13,13
extr_linuxdriversmacintoshwindfarm_cpufreq_clamp.c_clamp_get.c,10,10
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_unimpl.c,5,5
extr_linuxdriversnetethernetchelsiocxgb4t4_hw.c_chan_rate.c,19,19
extr_nginx-rtmp-modulengx_rtmp_log_module.c_ngx_rtmp_log_var_command_getlen.c,7,7
extr_linuxdriversnetethernetcaviumliquidiolio_core.c_octeon_update_tx_completion_counters.c,20,20
extr_linuxfsbtrfsprint-tree.c_print_eb_refs_lock.c,5,5
extr_linuxdriversstagingrtl8192ertl819x_HTProc.c_HTIOTActIsDisableMCSTwoSpatialStream.c,6,6
extr_linuxdriversnetethernetamdxgbexgbe-phy-v1.c_xgbe_phy_exit.c,5,5
extr_opensslcryptolhashlhash.c_OPENSSL_LH_error.c,7,7
extr_linuxdriversthermalof-thermal.c_of_thermal_get_mode.c,14,14
extr_linuxdriversnetwirelessbroadcomb43lo.c_lo_txctl_register_table.c,31,31
